"","X","label","type","title","author","journal","abstract","year","doi","volume","language","issue","url","keywords","pages","notes","matches"
"165",172,"Bhatt_2021_Biot","JOUR","Temporal interactions and moon illumination effect on mammals in a tropical semievergreen forest of Manas National Park, Assam, India","Bhatt, Urjit and Singh Adhikari, Bhupendra and Habib, Bilal and Lyngdoh, Salvador","Biotropica","Species interactions play a vital role in structuring mammalian communities by stimulating behavioral responses in varied niche dimensions that affect sympatric associations and predator–prey relationships. We determined temporal overlap and effects of the moon cycle on dominant and sub-dominant mammalian assemblages in Manas National Park, India. A total of 36 species were captured, with 24,865 independent records over 11,294 trap nights. We collected 1,130 photographs of five large- and medium-sized carnivores and 1,541 photographs of 12 small carnivores. Fifty-one percent of records were detected during diurnal period, followed by 38% in nocturnal phase, and 11% during twilight. Small carnivores such as Prionailurus bengalensis and Viverridae spp. were strictly nocturnal, whereas Martes flavigula and Herpestidae spp. were diurnal. Medium-sized carnivores were either nocturnal (Neofelis nebulosa) or diurnal (Cuon alpinus), whereas large-sized carnivores (Panthera tigris, Panthera pardus, and Ursus thibetanus) were cathemeral. A high degree of temporal overlap (>0.75) was found between most sympatric carnivores with distinct activity peaks, while a low overlap (<0.50) was observed between different body-sized carnivores. Viverrids’ activity was negatively correlated (r = −0.44, p < 0.01) with lunar cycles, perhaps to increase foraging efficiency or as an anti-predator strategy. Large prey (μ = 133.23°) and small prey (μ = 131.35°) activity were high during brighter nights due to better visual detection in detecting or avoiding predators. Dominant species activity was least affected by the lunar cycle among forest-dependent mammals, whereas subdominant species activity was either lunarphobic or lunarphilic. The study demonstrates the use of passive camera traps in understanding the behavioral rhythms of tropical mammals.",2021,"10.1111/btp.12917","53","en","3","https://onlinelibrary.wiley.com/doi/abs/10.1111/btp.12917","tropical forest and mesopredator release and facilitation and moon phase and suppression","831-845",NA,166
"166",173,"Searle_2021_PLOONE","JOUR","Temporal partitioning and spatiotemporal avoidance among large carnivores in a human-impacted African landscape","Searle, Charlotte E. and Smit, Josephine B. and Cusack, Jeremy J. and Strampelli, Paolo and Grau, Ana and Mkuburo, Lameck and Macdonald, David W. and Loveridge, Andrew J. and Dickman, Amy J.","PLOS ONE","Africa is home to some of the world’s most functionally diverse guilds of large carnivores. However, they are increasingly under threat from anthropogenic pressures that may exacerbate already intense intra-guild competition. Understanding the coexistence mechanisms employed by these species in human-impacted landscapes could help shed light on some of the more subtle ways in which humans may impact wildlife populations, and inform multi-species conservation planning. We used camera trap data from Tanzania’s Ruaha-Rungwa landscape to explore temporal and spatiotemporal associations between members of an intact East African large carnivore guild, and determine how these varied across gradients of anthropogenic impact and protection. All large carnivores except African wild dog (Lycaon pictus) exhibited predominantly nocturnal road-travel behaviour. Leopard (Panthera pardus) appeared to employ minor temporal avoidance of lion (Panthera leo) in all sites except those where human impacts were highest, suggesting that leopard may have been freed up from avoidance of lion in areas where the dominant competitor was less abundant, or that the need for leopard to avoid humans outweighed the need to avoid sympatric competitors. Lion appeared to modify their activity patterns to avoid humans in the most impacted areas. We also found evidence of avoidance and attraction among large carnivores: lion and spotted hyaena (Crocuta crocuta) followed leopard; leopard avoided lion; spotted hyaena followed lion; and lion avoided spotted hyaena. Our findings suggest that large carnivores in Ruaha-Rungwa employ fine-scale partitioning mechanisms to facilitate coexistence with both sympatric species and humans, and that growing human pressures may interfere with these behaviours.",2021,"10.1371/journal.pone.0256876","16","en","9","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0256876","Cameras and Carnivory and Lions and Dogs and Animal behavior and Wildlife and Cheetahs and Leopards","e0256876",NA,167
"167",175,"Estevo_2017_PLOONE","JOUR","When habitat matters: Habitat preferences can modulate co-occurrence patterns of similar sympatric species","Estevo, César Augusto and Nagy-Reis, Mariana Baldy and Nichols, James D.","PLOS ONE","Disentangling the role of competition in regulating the distribution of sympatric species can be difficult because species can have different habitat preferences or time use that introduce non-random patterns that are not related to interspecific interactions. We adopted a multi-step approach to systematically incorporate habitat preferences while investigating the co-occurrence of two presumed competitors, morphologically similar, and closely related ground-dwelling birds: the brown tinamou (Crypturellus obsoletus) and the tataupa tinamou (C. tataupa). First, we used single-species occupancy models to identify the main landscape characteristics affecting site occupancy, while accounting for detection probability. We then used these factors to control for the effect of habitat while investigating species co-occurrence. In addition, we investigated species present-time partitioning by measuring the degree of overlap in their activity time. Both species were strictly diurnal and their activity time highly overlapped (i.e., the species are not present-time partitioning). The distribution of the two species varied across the landscape, and they seemed to occupy opposite portions of the study area, but co-occurrence models and species interaction factors suggested that the tinamous have independent occupancy and detection. In addition, co-occurrence models that accounted for habitat performed better than models without habitat covariates. The observed co-occurrence pattern is more likely related to habitat preferences, wherein species segregated by elevation. These results provide evidence that habitat characteristics can play a bigger role than interspecific interactions in regulating co-existence of some species. Therefore, exploring habitat preferences while analyzing co-occurrence patterns is essential, in addition to being a feasible approach to achieve more accurate estimation of parameters reflecting species interactions. Occupancy models can be a valuable tool in such modeling.",2017,"10.1371/journal.pone.0179489","12","en","7","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179489","Brazil and Forests and Species interactions and Habitats and Birds and Animal behavior and Cryptic speciation and Seasons","e0179489",NA,169
"168",176,"Zapata.R..os_2018_PLoONE","JOUR","Mammalian carnivore occupancy is inversely related to presence of domestic dogs in the high Andes of Ecuador","Zapata-Ríos, Galo and Branch, Lyn C.","PLoS ONE","Although the Andes have long been occupied by people, habitat loss, fragmentation through deforestation, and other human activities such as introduction of invasive species have increased drastically during the past century. The Ecuadorian Andes are considered a biodiversity hotspot. However, the fauna and threats to the region are poorly studied, and understanding of factors that shape the distribution of species in habitats disturbed by human activities is needed to identify and mitigate region-wide threats to wildlife. We evaluated factors associated with patterns of occurrence of Andean carnivores in landscapes of the northern Ecuadorian Andes, particularly habitat loss, fragmentation, and occupancy of domestic dogs, and determined whether thresholds occurred for these factors beyond which carnivore occurrence declined markedly. Five study areas (each 20 x 20 km) were surveyed with a total effort of 2,800 camera trap nights. Occupancies of four of the eight carnivores known from the region were best predicted by occupancy of domestic dogs rather than measures of habitat loss and fragmentation [Andean fox (Pseudalopex culpaeus), puma (Puma concolor), striped hog-nosed skunk (Conepatus semistriatus), and Andean bear (Tremarctos ornatus)]. The two largest carnivores, puma and Andean bear, demonstrated significant threshold responses to the presence of domestic dogs at two sites. Four smaller carnivores were recorded too infrequently to model occupancy, and at least two of these species appear to be in decline. The magnitude of domestic dog impacts on native species in tropical areas like the Ecuadorian Andes currently are not recognized. Results of our study indicate that small and large carnivores are in urgent need of conservation and clearly point to dogs as a significant threat to a broad range of native species.",2018,"10.1371/journal.pone.0192346","13",NA,"2","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5830290/",NA,"e0192346",NA,170
"169",177,"Mena_2019_MammBiol","JOUR","Coexistence and habitat use of the South American coati and the mountain coati along an elevational gradient","Mena, José Luis and Yagui, Hiromi","Mammalian Biology","The South American coati Nasua nasua is a relatively common species throughout the Neotropical region. Despite this, ecological information on the species, including its biological interactions and habitat use, is scarce, especially for the Andes. In some regions, Nasua nasua is sympatric with other closely related species of the Procyonidae family, including the mountain coati Nasuella olivacea. Here, we assess the influence of environmental and anthropogenic factors on the occupancy of these two species and the spatial and temporal bases of their co-occurrence along an elevational gradient. Camera trapping (with 85 camera-trap stations) was conducted during the dry season of 2016 along elevations from 1600 to 3600 m above sea level (m. a. s. l.) in northern Peru. We observed a total of 244 detections for Nasua nasua and 17 for Nasuella olivacea over 9457 cumulative camera-days. Occupancy modelling (Royle-Nichols model) showed that Nasua nasua occupancy was significantly and negatively related to elevation but positively related to forest cover. In contrast, Nasuella olivacea occupancy was significantly and positively related to elevation. In addition, Nasuella olivacea was detected in only 5 of the 45 total sites occupied by Nasua nasua; therefore, spatial overlap was low. Consequently, co-occurrence modelling based on a Bayesian approach showed no evidence of avoidance between the two coati species. Additionally, activity patterns suggest low levels of temporal overlap; however, we consider this a preliminary finding due to the limited number of detections for Nasuella olivacea. Our results not only increase the understanding of the ecology of both Nasua nasua and Nasuella olivacea but also provide information towards their conservation in this part of their distribution range.",2019,"10.1016/j.mambio.2019.09.004","98","en",NA,"https://www.sciencedirect.com/science/article/pii/S1616504719300618","Paramo and Occupancy modelling and Co-occurrence and Coatis and Montane forest","119-127",NA,171
"170",178,"Cepeda...Duque_2021_AniBioandCon","JOUR","Daily activity pattern of pumas (Puma concolor) and their potential prey in a tropical cloud forest of Colombia","Cepeda–Duque, J. C. and Gómez–Valencia, B. and Alvarez, S. and Gutiérrez–Sanabria, D. R. and Lizcano, D. J.","Animal Biodiversity and Conservation","Ecosystems in the northern Andes face unprecedented habitat loss. Pumas are the top predators in the region and exert key ecological functions, such as population control and resource facilitation. However, little is known about the temporal niche of the species or its effects on behaviour of prey in the tropics. We hypothesized that there is a link between the activity patterns of pumas and their prey in a cloud forest of the Central Andes of Colombia. We installed 61 camera traps to estimate the degree of overlap between the daily activity curves of pumas and seven potential prey species, using conditional kernel density functions. Pumas, armadillos, mountain pacas, and white–eared opossums were mainly nocturnal, with little crepuscular activity and high temporal overlap. Central American agouti, mountain coati, little red brocket deer, and Cauca guan displayed a predominantly diurnal activity and temporal partitioning with pumas. As opportunistic predators, pumas were able to maximize foraging efficiency by preying on the crepuscular and nocturnal species. Conservation of this highland predator will largely depend on the suitable management of its native prey.",2021,"10.32800/abc.2021.44.0267",NA,"en",NA,"http://abc.museucienciesjournals.cat/volume-44-2-2021-abc/daily-activity-pattern-of-pumas-puma-concolor-and-their-potential-prey-in-a-tropical-cloud-forest-of-colombia/?lang=en",NA,"267-278",NA,172
"171",179,"Lahkar_2021_AnimCons","JOUR","Inferring patterns of sympatry among large carnivores in Manas National Park – a prey-rich habitat influenced by anthropogenic disturbances","Lahkar, D. and Ahmed, M. F. and Begum, R. H. and Das, S. K. and Harihar, A.","Animal Conservation","Inferring the mechanisms that facilitate sympatry amongst large mammalian carnivores in anthropogenically altered habitats is critical if conservation initiatives aimed to recover populations are to be effective. In this study, we assessed the utilization of space, time and prey resources by tigers Panthera tigris, leopards P. pardus and dholes Cuon alpinus in Manas National Park (MNP), India – a site where prey densities are not limiting, yet anthropogenic influences alter the spatial and temporal behaviour of prey. We use photographic capture data and predator scats collected over three sampling years (2014–15, 2015–16 and 2016–17) to assess patterns of (a) spatial use using a multispecies species occupancy framework, (b) time–activity patterns and overlap between predators and prey using non-parametric circular kernel-density functions, (c) fine-scale spatio-temporal behaviour by comparing time-to-encounters of subsequent events and (d) predator diets by analysing prey remains in predator scats. Our results highlight that the predators segregate through fine-scale spatio-temporal avoidance rather than displaying population-level changes in space-use, activity patterns or food habits. Overlap in space-use between tigers and leopards was high and time–activity patterns of the predators closely matched those of prey, suggesting that predators likely maximize resource acquisition in this prey-rich environment. Ungulate prey dominated the diet of predators, resulting in the high dietary overlap. From our results, we infer patterns of sympatry among large carnivores in the face of anthropogenic influences and highlight the need to understand interspecific interactions within a community before initiating conservation actions aimed at recovering these endangered species.",2021,"10.1111/acv.12662","24","en","4","https://onlinelibrary.wiley.com/doi/abs/10.1111/acv.12662","camera trapping and large carnivores and interspecific competition and anthropogenic disturbance and temporal activity and dietary overlap and prey preference and scat analysis","589-601",NA,173
"172",181,"Rossa_2021_BehEcoandSoc","JOUR","Spatiotemporal patterns of wolf, mesocarnivores and prey in a Mediterranean area","Rossa, Mariana and Lovari, Sandro and Ferretti, Francesco","Behavioral Ecology and Sociobiology","Spatial and temporal occurrence can mediate behavioural interactions between apex predators, mesocarnivores and herbivores. Predators should adapt their activity to that of prey, whereas predator avoidance would be expected to influence activity patterns and space use of prey and smaller competitors. We evaluated interspecific spatiotemporal relationships in a prey-rich community including an apex predator (the wolf), three wild ungulates and several smaller herbivores/mesocarnivores, through camera trapping. All considered species (i.e. wolves and potential prey/smaller competitors: wild boar, fallow deer, roe deer, crested porcupine, red fox and European badger) were active especially at night and/or twilight. Among wild ungulates, the wolf showed the greatest temporal overlap with the wild boar and the lowest one with the least abundant and used of them, i.e. the roe deer. The main prey (i.e. the fallow deer) showed more diurnal activity and a lower temporal overlap with the predator in sites with high wolf activity than in low-activity ones. Among mesocarnivores, the red fox showed extensive temporal overlap with the wolf: the overlap between the two canids was greater in sites intensively used by this apex predator than in sites with low wolf activity, supporting a concurrent study which suggested a potential for facilitative—rather than competitive—interactions. Spatiotemporal relationships suggest complex interactions between the apex predator, prey and smaller carnivores, for which a substantial temporal or spatial association was often supported.",2021,"10.1007/s00265-020-02956-4","75","en","2","https://doi.org/10.1007/s00265-020-02956-4",NA,"32",NA,174
"173",182,"Allen_2021_Oryx","JOUR","Predicting preferred prey of Sumatran tigers Panthera tigris sumatrae via spatio-temporal overlap","Allen, Maximilian L. and Sibarani, Marsya C. and Krofel, Miha","Oryx","Encounter rates of carnivores with prey are dependent on spatial and temporal overlap, and are often highest with their preferred prey. The Critically Endangered Sumatran tiger Panthera tigris sumatrae is dependent on prey populations, but little is known about its prey preferences. We collected camera-trap data for 7 years (2010–2016) in Bukit Barisan Selatan National Park, Sumatra, to investigate spatial and temporal overlap of tigers with potential prey species. We also developed a novel method to predict predator–prey encounter rates and potential prey preferences from camera-trap data. We documented at least 10 individual tigers, with an overall detection rate of 0.24 detections/100 trap nights. Tigers exhibited a diurnal activity pattern and had highest temporal overlap with wild boar Sus scrofa and pig-tailed macaques Macaca nemestrina, but highest spatial overlap with wild boar and sambar deer Rusa unicolor. We created a spatial and temporal composite score and three additional composite scores with adjustments for the spatial overlap and preferred prey mass. Wild boars ranked highest for all composite scores, followed by sambar deer, and both are known as preferred tiger prey in other areas. Spatial and temporal overlaps are often considered as separate indices, but a composite score may facilitate better predictions of encounter rates and potential prey preferences. Our findings suggest that prey management efforts in this area should focus on wild boar and sambar deer, to ensure a robust prey base for this Critically Endangered tiger population.",2021,"10.1017/S0030605319000577","55","en","2","https://www.cambridge.org/core/journals/oryx/article/predicting-preferred-prey-of-sumatran-tigers-panthera-tigris-sumatrae-via-spatiotemporal-overlap/F3B16AD4FA1CC33C57056F46D814E736","Activity patterns and temporal overlap and Panthera tigris and prey preference and composite score and spatial overlap and Sumatra and tiger","197-203",NA,175
"174",183,"Boron_2020_Oryx","JOUR","Conserving predators across agricultural landscapes in Colombia: habitat use and space partitioning by jaguars, pumas, ocelots and jaguarundis","Boron, Valeria and Xofis, Panteleimon and Link, Andres and Payan, Esteban and Tzanopoulos, Joseph","Oryx","Loss and degradation of natural habitats continue to increase across the tropics as a result of agricultural expansion. Consequently, there is an urgent need to understand their effects, and the distribution and habitat requirements of wildlife within human-modified landscapes, to support the conservation of threatened species, such as felids. We combined camera trapping and land cover data into occupancy models to study the habitat use and space partitioning by four sympatric felid species in an agricultural landscape in Colombia. Land use in the area includes cattle ranching and oil palm cultivation, the latter being an emerging land use type in the Neotropics. Factors determining species occupancy were the presence of wetlands for jaguars (positive effect); water proximity for pumas (positive effect); and presence of pastures for ocelots and jaguarundis (negative effect). Only ocelots were occasionally recorded in oil palm areas. Our results suggest that to align development with the conservation of top predators it is crucial to maintain areas of forest and wetland across agricultural landscapes and to restrict agricultural and oil palm expansion to modified areas such as pastures, which are of limited conservation value. Because there is no spatial segregation between the felid species we studied, conservation strategies that benefit all of them are possible even in modified landscapes.",2020,"10.1017/S0030605318000327","54","en","4","https://www.cambridge.org/core/journals/oryx/article/conserving-predators-across-agricultural-landscapes-in-colombia-habitat-use-and-space-partitioning-by-jaguars-pumas-ocelots-and-jaguarundis/C5F24FCE33C86541AA9D16213EC2479B","Panthera onca and Leopardus pardalis and occupancy and Puma concolor and Camera trap and oil palm and object oriented image analysis and Herpailurus yagouaroundi","554-563",NA,176
"175",184,"Carricondo.Sanchez_2019_Biot","JOUR","Scale-dependent strategies for coexistence of mesocarnivores in human-dominated landscapes","Carricondo-Sanchez, David and Odden, Morten and Kulkarni, Abhijeet and Vanak, Abi Tamim","Biotropica","Identifying factors influencing the distribution of and interactions within carnivore communities is important for understanding how they are affected by human activities. Species differ in their ability to adapt to humans depending on their degree of specialization in habitat use and feeding habits. This results in asymmetric changes in the ecology of co-occurring species that can influence their interactions. We investigated whether human infrastructures and free-ranging domestic dogs (a species typically associated with humans) influenced the co-occurrence and habitat use of mesocarnivores in a landscape of high human population density in Maharashtra, India. We used 40 camera trap locations during 233 trapping nights and used Bayesian co-occurrence occupancy models to investigate the habitat use and coexistence of species at different spatial scales. Additionally, we investigated their temporal overlap in space use. Indian foxes altered their habitat use both spatially and temporally in order to avoid free-ranging domestic dogs and other larger competitors. The use of human infrastructure by jackals and jungle cats was limited by the presence of dogs. Our results illustrate how habitat use of smaller carnivore species changes both spatially and temporally in order to avoid larger competitors. We also show that the presence of species associated with humans mediates the influence of human infrastructures on the habitat use of mesocarnivores. We highlight the importance of acknowledging the potential impact of urbanization not only on single species, but also on the interactions within the community.",2019,"10.1111/btp.12705","51","en","5","https://onlinelibrary.wiley.com/doi/abs/10.1111/btp.12705","occupancy and habitat use and India and anthropogenic disturbance and dog and Indian fox and jackal and jungle cat","781-791",NA,177
"176",185,"Clare_2016_EcoandEvo","JOUR","Do the antipredator strategies of shared prey mediate intraguild predation and mesopredator suppression?","Clare, John D. J. and Linden, Daniel W. and Anderson, Eric M. and MacFarland, David M.","Ecology and Evolution","Understanding the conditions that facilitate top predator effects upon mesopredators and prey is critical for predicting where these effects will be significant. Intraguild predation (IGP) and the ecology of fear are hypotheses used to describe the effects of top predators upon mesopredators and prey species, but make different assumptions about organismal space use. The IGP hypothesis predicts that mesopredator resource acquisition and risk are positively correlated, creating a fitness deficit. But if shared prey also avoid a top predator, then mesopredators may not have to choose between risk and reward. Prey life history may be a critical predictor of how shared prey respond to predation and may mediate mesopredator suppression. We used hierarchical models of species distribution and abundance to test expectations of IGP using two separate triangular relationships between a large carnivore, smaller intraguild carnivore, and shared mammalian prey with different life histories. Following IGP, we expected that a larger carnivore would suppress a smaller carnivore if the shared prey species did not spatially avoid the large carnivore at broad scales. If prey were fearful over broad scales, we expected less evidence of mesopredator suppression. We tested these theoretical hypotheses using remote camera detections across a large spatial extent. Lagomorphs did not appear to avoid coyotes, and fox detection probability was lower as coyote abundance increased. In contrast, white‐tailed deer appeared to avoid areas of increased wolf use, and coyote detection probability was not reduced at sites where wolves occurred. These findings suggest that mesopredator suppression by larger carnivores may depend upon the behavior of shared prey, specifically the spatial scale at which they perceive risk. We further discuss how extrinsic environmental factors may contribute to mesopredator suppression.",2016,"10.1002/ece3.2170","6",NA,"12","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4865477/",NA,"3884-3897",NA,178
"177",186,"Farris_2020_BiolInva","JOUR","Exploring and interpreting spatiotemporal interactions between native and invasive carnivores across a gradient of rainforest degradation","Farris, Zach J. and Gerber, Brian D. and Karpanty, Sarah and Murphy, Asia and Wampole, Erin and Ratelolahy, Felix and Kelly, Marcella J.","Biological Invasions","Studies of elusive carnivores often rely on passive sampling when investigating either spatial or temporal interactions. However, inference on behavioral mechanisms are usually lacking. We present an analysis that combines previously published spatial co-occurrence estimates and temporal kernel density estimates to explore spatiotemporal interspecific interactions. We do so by deriving a spatiotemporal value (STV) that is a relative measure of potential interaction in both niche dimensions, across a gradient of degradation, for rainforest carnivore pairs in Madagascar. We also use a conceptual framework to provide insight into the potential behavioral mechanisms of habitat selection. Of the six native and three invasive carnivores, we estimate the spatiotemporal interactions for twelve pairings, which range from no spatial/temporal relationship (n = 5) to spatiotemporal aggregation or segregation (n = 7). We visualized these spatiotemporal interactions along a fragmentation gradient and demonstrate that these interactions are not static, as STV overlap increases with increasing anthropogenic disturbance. Of the three invasive carnivores (free-ranging dogs Canis familiaris, cats Felis species, and small Indian civets Viverricula indica) the latter had the highest number of spatial occurrence (n = 4) and spatiotemporal overlap (n = 4) relationships with native carnivores. Our results highlight the potential for increasing direct and indirect interactions between native and invasive species as forest degradation and invasive predators increase. Our approach allows us to better understand adaptive behaviors, plasticity in temporal activity, community assemblage, and to develop targeted conservation strategies to manage ecological communities in rapidly changing ecosystems.",2020,"10.1007/s10530-020-02237-1","22","en","6","https://doi.org/10.1007/s10530-020-02237-1",NA,"2033-2047",NA,179
"178",187,"Garrote_2019_AniBioandCon","JOUR","Spatial segregation between Iberian lynx and other carnivores","Garrote, G. and Pérez de Ayala, R.","Animal Biodiversity and Conservation","Rabbits represent the bulk of its diet as for many other Iberian predators. This study addresses how the presence of the Iberian lynx affects the spatial distribution of the mesocarnivore community at landscape scale in the Sierra de Andújar. We studied mesocarnivore presence by sampling at 230 camera trapping stations, located in areas with and without lynx. We used a x2–test to compare the proportion of stations in which each species of carnivore were recorded in the zones with and without lynx. The proportion of camera trapping stations in which red fox (Vulpes vulpes), Egyptian mongoose (Herpestes ichneumon), beech marten (Martes foina), wildcat (Felis sylvestris) and common genet (Genetta genetta) were detected was significantly lower in the area where lynx were present than in the area where it was absent. No significant differences between the two types of areas were found for badgers (Meles meles). Our results highlight the role of the lynx as apex predators and the benefits that the recovery of Iberian lynx populations would entail in terms of trophic interactions and restored disrupted ecosystems processes.Key words: Intraguild competition, Carnivores, Phototrapping, Apex preda",2019,"10.32800/abc.2019.42.0347",NA,NA,NA,"http://abc.museucienciesjournals.cat/volume-42-2-2019-en/spatial-segregation-between-iberian-lynx-and-other-carnivores/?lang=en",NA,"347-354",NA,180
"179",188,"Gompper_2016_PLOONE","JOUR","Differential Habitat Use or Intraguild Interactions: What Structures a Carnivore Community?","Gompper, Matthew E. and Lesmeister, Damon B. and Ray, Justina C. and Malcolm, Jay R. and Kays, Roland","PLOS ONE","Differential habitat use and intraguild competition are both thought to be important drivers of animal population sizes and distributions. Habitat associations for individual species are well-established, and interactions between particular pairs of species have been highlighted in many focal studies. However, community-wide assessments of the relative strengths of these two factors have not been conducted. We built multi-scale habitat occupancy models for five carnivore taxa of New York’s Adirondack landscape and assessed the relative performance of these models against ones in which co-occurrences of potentially competing carnivore species were also incorporated. Distribution models based on habitat performed well for all species. Black bear (Ursus americanus) and fisher (Martes pennanti) distribution was similar in that occupancy of both species was negatively associated with paved roads. However, black bears were also associated with larger forest fragments and fishers with smaller forest fragments. No models with habitat features were more supported than the null habitat model for raccoons (Procyon lotor). Martens (Martes americana) were most associated with increased terrain ruggedness and elevation. Weasel (Mustela spp.) occupancy increased with the cover of deciduous forest. For most species dyads habitat-only models were more supported than those models with potential competitors incorporated. The exception to this finding was for the smallest carnivore taxa (marten and weasel) where habitat plus coyote abundance models typically performed better than habitat-only models. Assessing this carnivore community as whole, we conclude that differential habitat use is more important than species interactions in maintaining the distribution and structure of this carnivore guild.",2016,"10.1371/journal.pone.0146055","11","en","1","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0146055","Carnivora and Forests and Species interactions and Bears and Community structure and Coyotes and Habitats and Raccoons","e0146055",NA,181
"180",189,"Kafley_2019_BasandAppEco","JOUR","Tiger and leopard co-occurrence: intraguild interactions in response to human and livestock disturbance","Kafley, Hemanta and Lamichhane, Babu R. and Maharjan, Rupak and Khadka, Madhav and Bhattarai, Nishan and Gompper, Matthew E.","Basic and Applied Ecology","Intraguild interactions have important implications for carnivore demography and conservation. Differences in how predators respond to different forms of disturbance might alter their interaction patterns. We sought to understand how human and livestock disturbance impact co-occurrence of sympatric large carnivores such as tiger (Panthera tigris) and leopard (P. pardus) and thereby mediate the intraguild interaction pattern to enable coexistence of the species in a human-dominated landscape. We surveyed 361 locations in Chitwan National Park, Nepal, to examine how prey abundance and disturbance factors such as human and livestock presence might influence habitat use by tigers and leopards independently and when co-occurring. Single-species single-season models and two-species single-season models were developed to examine hypotheses on unconditional detection and occupancy and species interaction respectively. Pervasive human use of the park had negative impacts on tiger occupancy while the abundance of prey had a positive influence. Despite significant prey overlap between tigers and leopards, none of the native prey species predicted leopard habitat occupancy. However, habitats used extensively by livestock were also used by leopards. Further, we found strong evidence of intraguild competition. For instance tiger occupancy was higher in prey-rich areas and leopard occupancy was low in the sites where tigers were present. These findings, and a species interaction factor of < 1 clearly indicate that leopards avoid tigers, but their use of areas of disturbance enables them to persist in fringe habitats. We provide empirical evidence of how intraguild interaction may result in habitat segregation between competing carnivores, while also showing that human and livestock use of the landscape create disturbance patterns that facilitate co-occurrence of the predators. Thus, because large carnivores compete, some disturbance may mediate coexistence in small protected areas. Understanding such interactions can help address important conservation challenges associated with maintaining diverse carnivore communities in small or disturbed landscapes.",2019,"10.1016/j.baae.2019.07.007","40","en",NA,"https://www.sciencedirect.com/science/article/pii/S1439179119302774","habitat use and occupancy modeling and disturbance and Carnivores and leopard and tiger and human-dominated landscape and intraguild interaction","78-89",NA,182
"181",190,"Lewis_2015_EcoandEvo","JOUR","Interspecific interactions between wild felids vary across scales and levels of urbanization","Lewis, Jesse S. and Bailey, Larissa L. and VandeWoude, Sue and Crooks, Kevin R.","Ecology and Evolution","Ongoing global landscape change resulting from urbanization is increasingly linked to changes in species distributions and community interactions. However, relatively little is known about how urbanization influences competitive interactions among mammalian carnivores, particularly related to wild felids. We evaluated interspecific interactions between medium- and large-sized carnivores across a gradient of urbanization and multiple scales. Specifically, we investigated spatial and temporal interactions of bobcats and pumas by evaluating circadian activity patterns, broad-scale seasonal interactions, and fine-scale daily interactions in wildland–urban interface (WUI), exurban residential development, and wildland habitats. Across levels of urbanization, interspecific interactions were evaluated using two-species and single-species occupancy models with data from motion-activated cameras. As predicted, urbanization increased the opportunity for interspecific interactions between wild felids. Although pumas did not exclude bobcats from areas at broad spatial or temporal scales, bobcats responded behaviorally to the presence of pumas at finer scales, but patterns varied across levels of urbanization. In wildland habitat, bobcats avoided using areas for short temporal periods after a puma visited an area. In contrast, bobcats did not appear to avoid areas that pumas recently visited in landscapes influenced by urbanization (exurban development and WUI habitat). In addition, overlap in circadian activity patterns between bobcats and pumas increased in exurban development compared to wildland habitat. Across study areas, bobcats used sites less frequently as the number of puma photographs increased at a site. Overall, bobcats appear to shape their behavior at fine spatial and temporal scales to reduce encounters with pumas, but residential development can potentially alter these strategies and increase interaction opportunities. We explore three hypotheses to explain our results of how urbanization affected interspecific interactions that consider activity patterns, landscape configuration, and animal scent marking. Altered competitive interactions between animals in urbanized landscapes could potentially increase aggressive encounters and the frequency of disease transmission.",2015,"10.1002/ece3.1812","5","en","24","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.1812","occupancy and detection probability and mountain lion and Puma concolor and competition and species interactions and Lynx rufus and Bobcat and residential development and urban gradient","5946-5961",NA,183
